one_star_rating,two_star_rating,three_star_rating,four_star_rating,five_star_rating,accessible_rooms,air_conditioning,airport_transportation,bar_lounge,breakfast_available,breakfast_buffet,breakfast_included,business_center,concierge,dry_cleaning,facilities_for_disabled_guests,family_rooms,fitness_center,free_airport_transportation,free_internet,free_parking,free_wifi,heated_pool,hot_tub,housekeeping,indoor_pool,internet,kitchenette,laundry_service,meeting_rooms,multilingual_staff,nonSmoking_hotel,nonSmoking_rooms,parking,pets_allowed,pool,public_wifi,restaurant,rooftop_bar,rooftop_terrace,room_service,self_serve_laundry,shuttle_bus_service,spa,suites,tennis_court,wheelchair_access,wifi,address,latitude,locality,longitude,name,phone,rating,review_num,star,street_address,web,price,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
15,32,81,327,452,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"66 Park Ave, New York City, NY 10016-3007",40.7496049,"New York City, NY 10016-3007",-73.9799267,Kitano New York,,4.5,1227,4,66 Park Ave,,559,Library Hotel by Library Hotel Collection,Dylan Hotel NYC,Courtyard New York Manhattan/Fifth Avenue,Andaz 5th Avenue,The Tuscany - A St Giles Signature Hotel,Hotel Central Fifth Avenue New York,The Mansfield,Cambria Hotel & Suites - New York Times Square,Shelburne NYC-an Affinia hotel,The Marmara Park Avenue,548,398,412,645,445,296,286,303,356,493
42,49,158,574,747,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"116 West 31st Street, New York City, NY 10001-3401",40.7480601,"New York City, NY 10001-3401",-73.9901844,Hampton Inn Manhattan - Madison Square Garden Area,18556050317,4,2072,3,116 West 31st Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=498869&url=1,305,Hotel Pennsylvania,Courtyard New York Manhattan/Chelsea,Heritage Hotel New York City,Renaissance New York Midtown Hotel,Moxy NYC Times Square,Broadway Plaza Hotel,Flatiron Hotel,Stewart Hotel,"Hotel Henri, A Wyndham Hotel",Wingate by Wyndham Manhattan Midtown,217,417,211,455,313,278,374,285,309,332
42,42,142,230,108,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18 W 25th St, New York City, NY 10010-2703",40.743278,"New York City, NY 10010-2703",-73.99011,Heritage Hotel New York City,,3.5,822,2,18 W 25th St,,211,Flatiron Hotel,"Hotel Henri, A Wyndham Hotel",Broadway Plaza Hotel,Hampton Inn Manhattan - Madison Square Garden Area,Courtyard New York Manhattan/Chelsea,Hotel Pennsylvania,Stewart Hotel,Holiday Inn NYC - Manhattan 6th Avenue - Chelsea,W New York - Union Square,Renaissance New York Midtown Hotel,374,309,278,305,417,217,285,314,572,455
13,23,53,253,398,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"301 E 94th St, New York City, NY 10128-4718",40.7829968,"New York City, NY 10128-4718",-73.9475432,The Marmara Manhattan,2124273100,4.5,956,3,301 E 94th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=121998&url=0,0,Courtyard New York Manhattan/Upper East Side,The Franklin,The Central Park North,Aloft Harlem,The Park Ave North,The Bentley Hotel,Jazz on the Park,The Mark,"The Carlyle, A Rosewood Hotel",Gardens NYC-an Affinia hotel,300,224,148,254,139,269,78,848,1319,489
5,0,3,13,77,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"84 William St, New York City, NY 10038-4601",40.7080047,"New York City, NY 10038-4601",-74.0077256,AKA Wall Street,2122529090,4.5,125,4,84 William St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=10039979&url=1,455,Q&A Residential Hotel,"Gild Hall, a Thompson Hotel",Holiday Inn Express New York City-Wall Street,Andaz Wall Street,"Club Quarters Hotel, Wall Street",Aloft Manhattan Downtown Financial District,"The Beekman, A Thompson Hotel",Four Points by Sheraton New York Downtown,Holiday Inn New York City - Wall Street,Eurostars Wall Street,429,449,354,376,296,359,495,389,300,230
28,34,137,486,529,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"114 W 40th St, New York City, NY 10018-2699",40.7535937,"New York City, NY 10018-2699",-73.9861785,Courtyard New York Manhattan/Times Square,18446310595,4,1497,3,114 W 40th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=99368&url=0,408,Residence Inn New York Manhattan/Times Square,LUMA Hotel Times Square,Hilton Garden Inn New York - Times Square Central,The Knickerbocker Hotel,Embassy Suites by Hilton New York Midtown Manhattan,Americana Inn,Holiday Inn Express Manhattan Times Square South,Refinery Hotel,Hilton Garden Inn New York/West 35th Street,Hampton Inn Manhattan-35th St/Empire State Bldg,474,475,400,387,419,170,529,520,429,341
68,88,125,182,118,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"52 E 41st St, New York City, NY 10017-6211",40.7516438,"New York City, NY 10017-6211",-73.9791194,Dylan Hotel NYC,2123380500,3.5,948,4,52 E 41st St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=217622&url=1,398,Library Hotel by Library Hotel Collection,Kitano New York,The Tuscany - A St Giles Signature Hotel,The Gotham Hotel,Shelburne NYC-an Affinia hotel,Hotel Central Fifth Avenue New York,"The Renwick Hotel New York City, Curio Collection by Hilton",Andaz 5th Avenue,Cambria Hotel & Suites - New York Times Square,Courtyard New York Manhattan/Fifth Avenue,548,559,445,351,356,296,588,645,303,412
464,631,1121,1683,1878,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,"44 West 63rd Street, New York City, NY 10023-7029",40.7713747,"New York City, NY 10023-7029",-73.9826815,Empire Hotel,,3.5,6470,4,44 West 63rd Street,,288,Trump International Hotel and Tower New York,Da Vinci Hotel,"Mandarin Oriental, New York",Moderne Hotel,Courtyard by Marriott New York Manhattan/Central Park,Residence Inn New York Manhattan/Central Park,Hilton Garden Inn New York/Central Park South-Midtown West,Ameritania Hotel,Dream Midtown,West Side YMCA,788,239,1095,298,444,458,389,292,333,140
9,18,36,116,200,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"111 E 56th St, New York City, NY 10022-2600",40.7607674,"New York City, NY 10022-2600",-73.9705315,The Lombardy,2127538600,4,519,4,111 E 56th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=93583&url=1,389,Courtyard New York Manhattan/Midtown East,Renaissance New York Hotel 57,Four Seasons Hotel New York,Carvi Hotel New York,Fitzpatrick Manhattan Hotel,Fifty NYC-an Affinia hotel,The Kimberly Hotel,Hilton Garden Inn New York/Manhattan-Midtown East,San Carlos Hotel,DoubleTree by Hilton Hotel Metropolitan - New York City,529,416,1295,249,438,349,469,359,324,325
37,32,123,478,1023,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"11 West 51 Street, New York City, NY 10019-6994",40.759786,"New York City, NY 10019-6994",-73.977638,The Jewel facing Rockefeller Center,2039052133,4.5,2121,4,11 West 51 Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=1913413&url=1,323,3 West Club,Baccarat Hotel & Residences New York,The Gotham Hotel,West 57th Street by Hilton Club,the Quin,Parker New York,Shoreham,The Roosevelt Hotel,Viceroy Central Park New York,Salisbury Hotel,265,1295,351,609,518,429,283,287,479,251
112,74,184,373,346,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"341 Broome St, New York City, NY 10013-4236",40.719434,"New York City, NY 10013-4236",-73.9947186,Sohotel,,4,1425,3,341 Broome St,,260,Best Western Bowery Hanbee Hotel,World Hotel,The Nolitan Hotel,U.S. Pacific Hotel,Wyndham Garden Chinatown,Wyndham Garden Chinatown,The Leon Hotel,Hotel Mimosa,The Hotel 91,Off Soho Suites,279,115,420,130,314,314,275,173,179,179
0,1,3,10,46,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"60 W 37th St, New York City, NY 10018-7401",40.7510988,"New York City, NY 10018-7401",-73.9859643,Embassy Suites by Hilton New York Midtown Manhattan,2129120111,4.5,67,3,60 W 37th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=11998087&url=1,419,Holiday Inn Express Manhattan Times Square South,Hyatt Place New York Midtown South,Hotel Metro,Best Western Premier Herald Square,The Gregory Hotel New York,Hampton Inn Manhattan-35th St/Empire State Bldg,Residence Inn New York Manhattan/Times Square,Americana Inn,Hilton Garden Inn New York/West 35th Street,Refinery Hotel,529,479,394,317,318,341,474,170,429,520
37,56,153,684,791,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"142 West 49th Street, New York City, NY 10019-6802",40.7599841,"New York City, NY 10019-6802",-73.9828704,Radio City Apartments,2127300728,4,2360,3,142 West 49th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=1397856&url=0,216,The Michelangelo Hotel,The Manhattan at Times Square Hotel,Hotel St. James,Night Times Square,Kimpton Muse Hotel,Ameritania Hotel,Novotel New York Times Square,Cassa Hotel 45th Street New York,Room Mate Grace,Courtyard by Marriott New York Manhattan/Central Park,430,279,229,231,589,292,369,344,386,444
18,18,35,99,391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"11 Howard St, New York City, NY 10013-3111",40.719181,"New York City, NY 10013-3111",-74.0001061,11 Howard,2122351111,4.5,612,5,11 Howard St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=10040329&url=1,509,NOMO SOHO Hotel,CITY ROOMS NYC SoHo,The Broome,Solita Soho Hotel,Hotel Mulberry,SoHo Garden Hotel,The Mercer Hotel,Crosby Street Hotel,SIXTY SoHo,NobleDEN Hotel,499,244,449,287,239,212,595,955,625,304
14,16,50,80,68,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"6 Platt St, New York City, NY 10038-4807",40.7073606,"New York City, NY 10038-4807",-74.0064071,Four Points by Sheraton New York Downtown,2122739388,4,296,3,6 Platt St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=7595213&url=0,389,Eurostars Wall Street,"Gild Hall, a Thompson Hotel",Aloft Manhattan Downtown Financial District,Holiday Inn Express New York City-Wall Street,"The Beekman, A Thompson Hotel",AKA Wall Street,Q&A Residential Hotel,Fairfield Inn New York Manhattan/Financial District,Andaz Wall Street,Duane Street Hotel,230,449,359,354,495,455,429,377,376,395
61,42,108,222,192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"164 E 87th St, New York City, NY 10128-2206",40.7797357,"New York City, NY 10128-2206",-73.9545117,The Franklin,,3.5,752,3,164 E 87th St,,224,The Central Park North,The Bentley Hotel,Jazz on the Park,Courtyard New York Manhattan/Upper East Side,Aloft Harlem,The Mark,"The Carlyle, A Rosewood Hotel",Gardens NYC-an Affinia hotel,The Surrey,Morningside Inn,148,269,78,300,254,848,1319,489,833,90
11,12,55,146,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"151 E Houston St, New York City, NY 10002-1004",40.7229214,"New York City, NY 10002-1004",-73.9893621,The Ridge Hotel,2127770012,4,425,3,151 E Houston St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=1007724&url=1,248,Orchard Street Hotel,The Gatsby Hotel,SIXTY LES,Blue Moon Hotel,Hotel on Rivington,Hotel Indigo Lower East Side New York,Redford Hotel,The Ludlow New York City,The Bowery Hotel,PUBLIC,278,288,417,98,308,399,188,305,525,399
7,12,14,74,247,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"131 W 23rd St, New York City, NY 10011-2431",40.7437079,"New York City, NY 10011-2431",-73.9937234,The Townhouse Inn of Chelsea,,4.5,385,3,131 W 23rd St,,0,Hilton New York Fashion District,Hampton Inn Manhattan-Chelsea,Holiday Inn NYC - Manhattan 6th Avenue - Chelsea,Chelsea Inn - 17th Street,Stewart Hotel,The New Yorker A Wyndham Hotel,Midtown West Hotel,"Hotel Henri, A Wyndham Hotel",EVEN Hotel Times Square South,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,424,379,314,196,285,296,206,309,460,391
130,132,293,640,1389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,"848 Washington St, New York City, NY 10014-1308",40.7409232,"New York City, NY 10014-1308",-74.008111,"The Standard, High Line",2126454646,4,3052,4,848 Washington St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=1218720&url=1,488,The Jane,Gansevoort Meatpacking NYC,The High Line Hotel,Incentra Village Hotel,The Maritime Hotel,Four Points by Sheraton Manhattan SoHo Village,Courtyard New York Manhattan/SoHo,Arlo SoHo,Dream Downtown,The Dominick Hotel,134,437,764,339,425,360,427,287,458,465
53,83,194,542,536,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"54 Watts St, New York City, NY 10013-1912",40.7238748,"New York City, NY 10013-1912",-74.0052466,Hampton Inn Manhattan-SoHo,18556050317,4,1795,3,54 Watts St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=866615&url=1,309,The Dominick Hotel,The James New York - SoHo,Soho Grand Hotel,Hilton Garden Inn New York/Tribeca,Courtyard New York Manhattan/SoHo,Four Points by Sheraton Manhattan SoHo Village,Sheraton Tribeca New York Hotel,The Roxy Hotel Tribeca,SIXTY SoHo,Arlo SoHo,465,446,484,323,427,360,339,356,625,287
45,58,200,555,700,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"59 W. 35th Street, New York City, NY 10001-2202",40.7502872,"New York City, NY 10001-2202",-73.9863911,Hampton Inn Manhattan-35th St/Empire State Bldg,18556050317,4,2308,3,59 W. 35th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=1158763&url=1,341,Hilton Garden Inn New York/West 35th Street,Holiday Inn Express Manhattan Times Square South,The Gregory Hotel New York,Hotel Metro,Embassy Suites by Hilton New York Midtown Manhattan,Hyatt Place New York Midtown South,La Quinta Inn & Suites Manhattan,Best Western Premier Herald Square,Residence Inn New York Manhattan/Times Square,"nyma, the New York Manhattan Hotel",429,529,318,394,419,479,300,317,474,272
22,20,70,334,475,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"307 W 37th St, New York City, NY 10018-4202",40.754491,"New York City, NY 10018-4202",-73.9925985,Courtyard New York Manhattan/Times Square West,18446310595,4.5,1188,3,307 W 37th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=4274398&url=0,386,"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY",Hampton Inn Manhattan/Times Square South,Fairfield Inn & Suites New York Manhattan/Times Square,Staybridge Suites Times Square - New York City,Four Points by Sheraton Midtown - Times Square,Candlewood Suites New York City Times Square,Distrikt Hotel New York City,Holiday Inn Express New York City Times Square,Doubletree by Hilton New York Times Square West,The New Yorker A Wyndham Hotel,377,284,404,324,275,300,296,294,283,296
33,51,117,512,631,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"39 Avenue of the Americas, New York City, NY 10013-2201",40.7209095,"New York City, NY 10013-2201",-74.0054743,Hilton Garden Inn New York/Tribeca,18556184697,4,1534,3,39 Avenue of the Americas,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=632551&url=1,323,The Roxy Hotel Tribeca,Hampton Inn Manhattan-SoHo,The James New York - SoHo,Soho Grand Hotel,Sheraton Tribeca New York Hotel,The Dominick Hotel,Four Points by Sheraton Manhattan SoHo Village,Courtyard New York Manhattan/SoHo,Duane Street Hotel,SIXTY SoHo,356,309,446,484,339,465,360,427,395,625
39,96,178,724,2025,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"130 West 46th Street, New York City, NY 10036-8501",40.7577941,"New York City, NY 10036-8501",-73.9837835,Kimpton Muse Hotel,18005467866,4.5,3359,4,130 West 46th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=217616&url=1,589,Room Mate Grace,Hyatt Centric Times Square New York,Night Times Square,AKA Times Square,Hotel St. James,The Premier Times Square by Millennium,Night Theater District,Hotel Mela,Renaissance New York Times Square Hotel,DoubleTree Suites by Hilton Hotel New York City - Times Square,386,503,231,545,229,298,239,308,417,364
40,30,130,520,618,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"339 W. 39th Street, New York City, NY 10018-1401",40.7562912,"New York City, NY 10018-1401",-73.9929773,Candlewood Suites New York City Times Square,18778595095,4,1917,3,339 W. 39th Street,https://tripadvisor.com/Commerce?p=IHG&src=40793564&geo=1025779&from=Hotel_Review&area=URL_HOTEL&slot=1&matchID=1&oos=0&cnt=1&silo=30734&bucket=878220&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=102962775&managed=false&capped=false&gosox=bgdyf-ddsn1IeOj7xjxjNylZlF5Um4lX3gmdJUBKoxATMPA7e8r_-N6c-lL1W5S-ju6vFq39xosukvhz3ooL_uSr8U6wXcAPRj9cLGvKoPM&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=4&inYear=2018&outMonth=4&outYear=2018&def_d=true&cs=18b63db1d139d170d2c19cc37a5b63fc9,300,Holiday Inn Express New York City Times Square,Hampton Inn Manhattan/Times Square South,Distrikt Hotel New York City,Doubletree by Hilton New York Times Square West,Staybridge Suites Times Square - New York City,Fairfield Inn & Suites New York Manhattan/Times Square,"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY",Pod Times Square,Courtyard New York Manhattan/Times Square West,Four Points by Sheraton Midtown - Times Square,294,284,296,283,324,404,377,199,386,275
16,23,43,76,92,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31 W 71st St, New York City, NY 10023-4101",40.7762677,"New York City, NY 10023-4101",-73.9776081,La Quinta Inn & Suites New York City Central Park,9158883912,3.5,334,2,31 W 71st St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=99447&url=1,299,The Lucerne Hotel,JW Marriott Essex House New York,Salisbury Hotel,the Quin,West Side YMCA,West 57th Street by Hilton Club,Park Hyatt New York,Viceroy Central Park New York,1 Hotel Central Park,"The Ritz-Carlton New York, Central Park",316,629,251,518,140,609,1100,479,499,1295
13,13,105,387,527,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"16 East 32nd Street, New York City, NY 10016-5402",40.7465643,"New York City, NY 10016-5402",-73.9846099,Avalon Hotel,2122997000,4.5,1701,4,16 East 32nd Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=99387&url=0,338,U Hotel Fifth Avenue,Hotel 32 32,Fairfield Inn & Suites New York Manhattan/Fifth Avenue,The Langham New York Fifth Avenue,SpringHill Suites New York Midtown Manhattan/Fifth Avenue,HGU New York,"Marriott Vacation Club Pulse, New York City",Best Western Premier Herald Square,Hyatt Place New York Midtown South,The Gregory Hotel New York,263,315,350,968,436,399,341,317,479,318
10,20,63,325,953,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"148 East 48th Street, New York City, NY 10017-1224",40.7548,"New York City, NY 10017-1224",-73.9726853,Residence Inn New York Manhattan / Midtown East,18446310595,4.5,1817,3,148 East 48th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=3583686&url=0,459,The Bernic Hotel,New York Marriott East Side,Hotel 48LEX New York,W New York,"The Lexington Hotel, Autograph Collection",Roger Smith Hotel,Best Western Plus Hospitality House,EVEN Hotel New York - Midtown East,The Benjamin,DoubleTree by Hilton Hotel Metropolitan - New York City,399,539,404,351,500,350,561,359,459,325
53,75,260,693,615,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"343 West 39th Street, New York City, NY 10018-1401",40.7563588,"New York City, NY 10018-1401",-73.9930462,Holiday Inn Express New York City Times Square,18778595095,4,2262,3,343 West 39th Street,https://tripadvisor.com/Commerce?p=IHG&src=40793594&geo=1139717&from=Hotel_Review&area=URL_HOTEL&slot=1&matchID=1&oos=0&cnt=1&silo=30734&bucket=878220&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=102962781&managed=false&capped=false&gosox=bgdyf-ddsn1IeOj7xjxjNylZlF5Um4lX3gmdJUBKoxATMPA7e8r_-N6c-lL1W5S-veTlTafucazl8LgtKsjRr5rsrMTJ1ojuAqxuDw6xInE&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=4&inYear=2018&outMonth=4&outYear=2018&def_d=true&cs=1a5181009569de87856afaf13161847a4,294,Candlewood Suites New York City Times Square,Doubletree by Hilton New York Times Square West,Hampton Inn Manhattan/Times Square South,Distrikt Hotel New York City,Staybridge Suites Times Square - New York City,Fairfield Inn & Suites New York Manhattan/Times Square,"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY",Pod Times Square,Courtyard New York Manhattan/Times Square West,Four Points by Sheraton Midtown - Times Square,300,283,284,296,324,404,377,199,386,275
76,136,389,932,507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,"725 10th Avenue, New York City, NY 10019-7199",40.7643897,"New York City, NY 10019-7199",-73.9922331,Skyline Hotel,2125863400,4,2632,3,725 10th Avenue,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=93345&url=1,277,414 Hotel,Pod Times Square,Comfort Inn Times Square West,Fairfield Inn & Suites New York Manhattan/Times Square,Four Points by Sheraton Midtown - Times Square,Staybridge Suites Times Square - New York City,Distrikt Hotel New York City,Holiday Inn Express Manhattan Midtown West,Doubletree by Hilton New York Times Square West,Hampton Inn Manhattan/Times Square South,323,199,288,404,275,324,296,285,283,284
